interface_id,producer,producer_function_id,consumer,consumer_function_id,data_object,rate_trigger,assurance_level,gate_evidence_fields,evidence_artifact_refs,review_checkpoint_refs,gate_crosswalk_id,source_doc
IF-048,Commercial and Service Coordination,OPS.COMS.102,Mission Management,OPS.MSN.103,ground_readiness_state,"turnaround state transition; delay event; mission retime",moderate,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-CONOPS;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS",GR-MSN-H,01_functional_decomposition/operate/passenger_transport/commercial_and_service_coordination.md
IF-049,Aircraft Health and Condition Management,AVI.HLTH.103,Onboard Maintenance Coordination and Assurance,OPS.MAINT.101,health_alert_maintenance_action_package,"fault classification completion; maintenance threshold exceedance",high,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-MONITORING;EA-VV-TEST;EA-LOGGING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS",GR-MAINT-H,01_functional_decomposition/aviate/essential_flight_services/aircraft_health_and_condition_management.md
IF-050,Aircraft Health and Condition Management,AVI.HLTH.104,Onboard Maintenance Coordination and Assurance,OPS.MAINT.102,condition_trend_and_prognostic_record,"trend update cycle; remaining-life estimate refresh",high,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-MONITORING;EA-VV-TEST;EA-LOGGING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS",GR-MAINT-H,01_functional_decomposition/aviate/essential_flight_services/aircraft_health_and_condition_management.md
IF-051,Onboard Maintenance Coordination and Assurance,OPS.MAINT.102,Offboard Maintenance Management System Integration,OPS.OMMS.101,maintenance_uplink_package,"post-flight sync; fault burst; periodic health upload",high,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-TRUST-CONFIG;EA-VV-TEST;EA-LOGGING","CP-G1-OWNER;CP-G2-BOUNDARY;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS",GR-MAINT-H,01_functional_decomposition/operate/onboard_offboard_maintenance_integration.md
IF-052,Offboard Maintenance Management System Integration,OPS.OMMS.102,Onboard Maintenance Coordination and Assurance,OPS.MAINT.103,maintenance_directive_downlink,"directive release; deferred-defect update; configuration change",high,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-TRUST-CONFIG;EA-VV-TEST;EA-CHANGE-LOG","CP-G1-OWNER;CP-G2-BOUNDARY;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS",GR-MAINT-H,01_functional_decomposition/operate/onboard_offboard_maintenance_integration.md
IF-053,Offboard Maintenance Management System Integration,OPS.OMMS.103,Mission Management,OPS.MSN.101,dispatch_readiness_assessment,"maintenance action closeout; dispatch release decision",high,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-TRUST-CONFIG;EA-VV-TEST;EA-LOGGING","CP-G1-OWNER;CP-G2-BOUNDARY;CP-G4-VERIFICATION;CP-G9-READINESS",GR-MAINT-H,01_functional_decomposition/operate/onboard_offboard_maintenance_integration.md
IF-054,Onboard Maintenance Coordination and Assurance,OPS.MAINT.104,Propulsion,AVI.PROP.105,predictive_engine_control_constraint,"remaining-life threshold exceedance; maintenance deferral policy change",high,"interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-CHANGE-LOG","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS",GR-MAINT-H,01_functional_decomposition/operate/onboard_offboard_maintenance_integration.md
"IF-055","Aircraft State Sensor","AVI.STAB.101","Control Law Processor","AVI.STAB.102","aircraft_state_vector","inertial update cycle; air data update; sensor fusion refresh","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_stability_and_maneuvering.md"
"IF-056","Control Law Processor","AVI.STAB.102","Control Surface and Effector Commander","AVI.STAB.103","computed_control_law_output","control law computation cycle; mode transition","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_stability_and_maneuvering.md"
"IF-057","Envelope Protection Module","AVI.STAB.104","Control Law Processor","AVI.STAB.102","envelope_protection_override","envelope limit approach; override assertion; protection clear","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_stability_and_maneuvering.md"
"IF-058","Handling Quality Manager","AVI.STAB.105","Lateral and Vertical Command Tracker","AVI.GUID.102","handling_quality_advisory","handling mode change; crew request; periodic assessment","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_stability_and_maneuvering.md"
"IF-059","Guidance Mode Manager","AVI.GUID.101","Lateral and Vertical Command Tracker","AVI.GUID.102","guidance_mode_state","mode arm; mode capture; mode reversion","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_guidance_and_automation.md"
"IF-060","Autopilot Engagement Manager","AVI.GUID.103","Authority Limit Enforcer","AVI.GUID.104","autopilot_engagement_state","autopilot engage or disengage; mode command","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_guidance_and_automation.md"
"IF-061","Reversion and Degraded Mode Manager","AVI.GUID.105","Flight Stability and Maneuvering","AVI.STAB.001","degraded_control_mode_directive","reversion trigger; degraded state transition; recovery event","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/flight_guidance_and_automation.md"
"IF-062","Automation State Annunciator","AVI.GUID.106","Internal Coordination and Mission Communications","COM.INTC.001","automation_state_annunciation","mode change; alert trigger; periodic update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/aviate/flight_guidance_and_automation.md"
"IF-063","Power Generator","AVI.ELEC.101","Power Conditioner and Converter","AVI.ELEC.102","raw_power_generation_state","generator state change; bus voltage deviation; periodic status","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/electrical_power_generation_and_distribution.md"
"IF-064","Power Conditioner and Converter","AVI.ELEC.102","Bus and Load Manager","AVI.ELEC.103","conditioned_power_supply_status","conversion state change; output deviation; periodic status","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/electrical_power_generation_and_distribution.md"
"IF-065","Bus and Load Manager","AVI.ELEC.103","Fault Isolation and Reconfiguration Controller","AVI.ELEC.104","bus_load_and_distribution_status","load threshold exceedance; topology change; periodic supervision","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/electrical_power_generation_and_distribution.md"
"IF-066","Fault Isolation and Reconfiguration Controller","AVI.ELEC.104","Bus and Load Manager","AVI.ELEC.103","fault_isolation_and_reconfiguration_command","fault detection; isolation decision; reconfiguration command","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/electrical_power_generation_and_distribution.md"
"IF-067","ECCBU and Load-Shed Manager","AVI.ELEC.105","Bus and Load Manager","AVI.ELEC.103","load_shed_policy_and_priority_profile","policy update; emergency load shed trigger","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/electrical_power_generation_and_distribution.md"
"IF-068","Engine and Propulsor Control Monitor","AVI.PROP.102","Propulsion Protection and Limit Manager","AVI.PROP.104","engine_health_and_parameter_state","engine parameter update; exceedance event; periodic status","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/propulsion.md"
"IF-069","Start and Restart and Shutdown Sequencer","AVI.PROP.103","Engine and Propulsor Control Monitor","AVI.PROP.102","propulsion_sequencing_mode_command","start request; restart trigger; shutdown sequence initiation","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/propulsion.md"
"IF-070","Propulsion Protection and Limit Manager","AVI.PROP.104","Thrust Command Manager","AVI.PROP.101","protection_limit_and_override_profile","limit exceedance; protection assertion; protection clear","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/propulsion.md"
"IF-071","Sensor Source Selector","NAV.SENS.101","Sensor Health and Integrity Validator","NAV.SENS.102","selected_sensor_source_declaration","source selection event; availability change; periodic declaration","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/navigation_sensor_management.md"
"IF-072","Sensor Health and Integrity Validator","NAV.SENS.102","Position and Uncertainty Publisher","NAV.SENS.104","validated_sensor_health_gate","validation completion; integrity re-evaluation","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/navigation_sensor_management.md"
"IF-073","Spoofing and Jamming Detector","NAV.SENS.103","Sensor Source Selector","NAV.SENS.101","spoofing_jamming_indicator_and_exclusion","anomaly detection; integrity threshold breach; periodic scan","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/navigation_sensor_management.md"
"IF-074","Hydraulic Pressure Generator","AVI.HYDR.101","Hydraulic Power Distributor","AVI.HYDR.102","hydraulic_pressure_supply_status","pressure state change; system startup; periodic status","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/hydraulic_services.md"
"IF-075","Hydraulic Power Distributor","AVI.HYDR.102","Actuator Supply and Return Manager","AVI.HYDR.103","hydraulic_distribution_state","topology change; actuator demand; periodic status","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/hydraulic_services.md"
"IF-076","Actuator Supply and Return Manager","AVI.HYDR.103","Leak and Fault Detection and Isolation Module","AVI.HYDR.104","actuator_return_and_demand_status","return flow deviation; actuator cycling; periodic status","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/hydraulic_services.md"
"IF-077","Leak and Fault Detection and Isolation Module","AVI.HYDR.104","Hydraulic Power Distributor","AVI.HYDR.102","hydraulic_fault_isolation_command","leak detection; fault classification; isolation decision","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/hydraulic_services.md"
"IF-078","Pneumatic and Environmental Services","AVI.PNEU.001","Flight Stability and Maneuvering","AVI.STAB.001","environmental_services_availability_status","pressurization state change; bleed-air fault; periodic status","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/pneumatic_and_environmental_services.md"
"IF-079","Pressurization Manager","AVI.PNEU.101","Bleed and Airflow Path Manager","AVI.PNEU.102","pressurization_demand_profile","pressure differential change; cabin altitude transition; periodic update","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/aviate/essential_flight_services/pneumatic_and_environmental_services.md"
"IF-080","Bleed and Airflow Path Manager","AVI.PNEU.102","Environmental Condition Regulator","AVI.PNEU.103","bleed_air_supply_state","airflow path change; valve state transition; periodic status","moderate","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-LOGGING","CP-G0-SCOPE;CP-G1-OWNER;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/aviate/essential_flight_services/pneumatic_and_environmental_services.md"
"IF-081","Environmental Fault Detector and Responder","AVI.PNEU.104","Pressurization Manager","AVI.PNEU.101","environmental_fault_alert","fault detection; threshold exceedance; emergency trigger","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/aviate/essential_flight_services/pneumatic_and_environmental_services.md"
"IF-082","Inter-Function Data Consistency Validator","AVI.INTG.101","Trust Boundary Isolator","AVI.INTG.102","data_consistency_assessment","validation cycle; anomaly detection; policy check","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/aviate/essential_flight_services/data_integrity_and_domain_isolation.md"
"IF-083","Trust Boundary Isolator","AVI.INTG.102","Trust-Boundary Violation Logger","AVI.INTG.103","trust_boundary_violation_event","isolation decision; violation occurrence; policy exception","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/aviate/essential_flight_services/data_integrity_and_domain_isolation.md"
"IF-084","Trust-Boundary Violation Logger","AVI.INTG.103","Integrity and Confidence Status Publisher","AVI.INTG.104","violation_log_and_evidence_package","violation logged; audit cycle; status refresh","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-INT-H","01_functional_decomposition/aviate/essential_flight_services/data_integrity_and_domain_isolation.md"
"IF-085","Health and Fault Data Acquirer","AVI.HLTH.101","Fault Detector and Classifier","AVI.HLTH.102","raw_health_and_fault_data_stream","sensor read cycle; fault threshold exceedance","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/aviate/essential_flight_services/aircraft_health_and_condition_management.md"
"IF-086","Fault Detector and Classifier","AVI.HLTH.102","Alert and Maintenance Recommendation Generator","AVI.HLTH.103","classified_fault_condition","fault classification completion; severity threshold crossing","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/aviate/essential_flight_services/aircraft_health_and_condition_management.md"
"IF-087","Session Establishment and Trust Setup","COM.DLNK.101","Message Serialization and Validator","COM.DLNK.102","session_and_trust_context","session establishment; re-keying event; context update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/data_link_and_network_exchange.md"
"IF-088","Message Serialization and Validator","COM.DLNK.102","Link Health Monitor and Recovery Controller","COM.DLNK.103","message_integrity_and_validation_result","message receipt; validation result; anomaly detection","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/data_link_and_network_exchange.md"
"IF-089","Confidentiality and Integrity Protection Module","COM.DLNK.104","Message Serialization and Validator","COM.DLNK.102","crypto_protection_parameters","key update; policy change; session refresh","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/data_link_and_network_exchange.md"
"IF-090","Flight Plan and Dispatch Datalink Manager","COM.DLNK.105","Route Planning and Replanning","NAV.PLAN.001","flight_plan_datalink_package","flight plan uplink; amendment receipt; oceanic clearance","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/communicate/data_link_and_network_exchange.md"
"IF-091","Trajectory Intent Manager","NAV.GUID.101","Guidance Target Publisher","NAV.GUID.103","trajectory_intent_and_constraint_package","guidance recompute; new mission phase; mode transition","very_high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-SAFETY-CASE;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G7-SAFETY;CP-G9-READINESS","GR-CTRL-VH","01_functional_decomposition/navigate/guidance_and_trajectory_management.md"
"IF-092","Performance and Constraint Model","NAV.GUID.102","Trajectory Intent Manager","NAV.GUID.101","performance_and_constraint_model_advisory","model update; constraint change; performance limit change","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/guidance_and_trajectory_management.md"
"IF-093","Trajectory Conformance Monitor","NAV.GUID.104","Guidance Target Publisher","NAV.GUID.103","trajectory_conformance_alert","conformance threshold exceedance; correction trigger","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-NAV-H","01_functional_decomposition/navigate/guidance_and_trajectory_management.md"
"IF-094","Voice Communication Manager","COM.AGND.101","Message Prioritization and Router","COM.AGND.102","voice_comm_state_and_priority","voice channel change; priority escalation; periodic update","high","interface_owner;data_schema_ref;trust_boundary;integrity_control;authenticity_control;rate_limit_or_trigger_rule;verification_evidence_ref;gate_readiness","EA-ICD;EA-SCHEMA;EA-VV-TEST;EA-MONITORING","CP-G1-OWNER;CP-G3-INTEGRITY;CP-G4-VERIFICATION;CP-G9-READINESS","GR-COM-H","01_functional_decomposition/communicate/air_ground_operational_communications.md"
